"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1996,January,SA,Dermatologicals,Normal Arrangements PBS,33307,434394
1996,January,SA,Dermatologicals,Normal Arrangements RPBS,2480,25058
1996,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,61786,723195
1996,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,334,7529
1996,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,15692,135043
1996,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,486,4401
1996,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,90415,1127569
1996,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1623,22441
1996,January,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,5223,705381
1996,January,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,218,56122
1996,January,SA,Musculo-Skeletal System,Normal Arrangements PBS,55397,637261
1996,January,SA,Musculo-Skeletal System,Normal Arrangements RPBS,2224,24556
1996,January,SA,Nervous System,Normal Arrangements PBS,203258,2817670
1996,January,SA,Nervous System,Normal Arrangements RPBS,7276,79854
1996,January,SA,Anti-Parasitic Products,Normal Arrangements PBS,5954,49914
1996,January,SA,Anti-Parasitic Products,Normal Arrangements RPBS,405,3576
1996,January,SA,Respiratory System,Normal Arrangements PBS,90166,1807026
1996,January,SA,Respiratory System,Normal Arrangements RPBS,4481,120877
1996,January,SA,Sensory Organs,Normal Arrangements PBS,52849,491232
1996,January,SA,Sensory Organs,Normal Arrangements RPBS,2501,25346
1996,January,SA,Various +,Normal Arrangements PBS,4421,245144
1996,January,SA,Various +,Normal Arrangements RPBS,438,11021
1996,January,SA,Other ++,Normal Arrangements PBS,5042,44291
1996,January,SA,Other ++,Normal Arrangements RPBS,476,17018
1996,January,WA,Alimentary Tract and Metabolism,Normal Arrangements PBS,121267,3456498
1996,January,WA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,5754,139235
1996,January,WA,Blood and Blood Forming Organs,Normal Arrangements PBS,26974,164634
1996,January,WA,Blood and Blood Forming Organs,Normal Arrangements RPBS,1362,8936
1996,January,WA,Cardiovascular System,Normal Arrangements PBS,232257,5330894
1996,January,WA,Cardiovascular System,Normal Arrangements RPBS,7849,177203
1996,January,WA,Dermatologicals,Normal Arrangements PBS,29149,458524
1996,January,WA,Dermatologicals,Normal Arrangements RPBS,2514,26904
1996,January,WA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,59650,703245
1996,January,WA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,326,6679
1996,January,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,15289,128794
1996,January,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,456,3776
1996,January,WA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,90860,1238922
1996,January,WA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1479,27190
1996,January,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,5008,781464
1996,January,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,287,78338
1996,January,WA,Musculo-Skeletal System,Normal Arrangements PBS,59274,666798
1996,January,WA,Musculo-Skeletal System,Normal Arrangements RPBS,2928,32793
1996,January,WA,Nervous System,Normal Arrangements PBS,183204,2917271
1996,January,WA,Nervous System,Normal Arrangements RPBS,7166,89763
1996,January,WA,Anti-Parasitic Products,Normal Arrangements PBS,6037,50666
1996,January,WA,Anti-Parasitic Products,Normal Arrangements RPBS,424,3744
1996,January,WA,Respiratory System,Normal Arrangements PBS,80834,1526532
1996,January,WA,Respiratory System,Normal Arrangements RPBS,3755,90801
1996,January,WA,Sensory Organs,Normal Arrangements PBS,48138,439775
1996,January,WA,Sensory Organs,Normal Arrangements RPBS,2660,26854
1996,January,WA,Various +,Normal Arrangements PBS,3118,174692
1996,January,WA,Various +,Normal Arrangements RPBS,421,11885
1996,January,WA,Other ++,Normal Arrangements PBS,3766,30427
1996,January,WA,Other ++,Normal Arrangements RPBS,410,12047
1996,January,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,43979,1274730
1996,January,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,4207,107762
1996,January,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,6956,47591
1996,January,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,798,6786
1996,January,TAS,Cardiovascular System,Normal Arrangements PBS,82835,1858105
1996,January,TAS,Cardiovascular System,Normal Arrangements RPBS,5596,131452
1996,January,TAS,Dermatologicals,Normal Arrangements PBS,10097,129147
1996,January,TAS,Dermatologicals,Normal Arrangements RPBS,1443,15859
1996,January,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,19164,225855
1996,January,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,193,4160
1996,January,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,7171,61381
1996,January,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,498,4985
1996,January,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,30006,378356
1996,January,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1248,17323
1996,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,1584,230296
1996,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,175,50485
1996,January,TAS,Musculo-Skeletal System,Normal Arrangements PBS,19184,220607
1996,January,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,1614,17675
1996,January,TAS,Nervous System,Normal Arrangements PBS,69764,933440
1996,January,TAS,Nervous System,Normal Arrangements RPBS,5022,55428
1996,January,TAS,Anti-Parasitic Products,Normal Arrangements PBS,2038,17133
1996,January,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,253,2215
1996,January,TAS,Respiratory System,Normal Arrangements PBS,30581,609118
1996,January,TAS,Respiratory System,Normal Arrangements RPBS,2594,62312
1996,January,TAS,Sensory Organs,Normal Arrangements PBS,13321,116643
1996,January,TAS,Sensory Organs,Normal Arrangements RPBS,1286,12403
1996,January,TAS,Various +,Normal Arrangements PBS,873,54146
1996,January,TAS,Various +,Normal Arrangements RPBS,283,6890
1996,January,TAS,Other ++,Normal Arrangements PBS,1125,9052
1996,January,TAS,Other ++,Normal Arrangements RPBS,305,6151
1996,January,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,15004,504142
1996,January,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,738,20858
1996,January,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,1776,12215
1996,January,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,130,1266
1996,January,ACT,Cardiovascular System,Normal Arrangements PBS,32512,741844
1996,January,ACT,Cardiovascular System,Normal Arrangements RPBS,1094,25361
1996,January,ACT,Dermatologicals,Normal Arrangements PBS,2984,64007
1996,January,ACT,Dermatologicals,Normal Arrangements RPBS,349,3736
1996,January,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,7887,95267
1996,January,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,48,1699
1996,January,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,2034,17520
1996,January,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,54,709
1996,January,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,12118,175636
1996,January,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,253,5392
1996,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,734,102536
1996,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,46,11081
1996,January,ACT,Musculo-Skeletal System,Normal Arrangements PBS,6158,74617
1996,January,ACT,Musculo-Skeletal System,Normal Arrangements RPBS,343,3512
1996,January,ACT,Nervous System,Normal Arrangements PBS,21958,443978
1996,January,ACT,Nervous System,Normal Arrangements RPBS,819,11424
1996,January,ACT,Anti-Parasitic Products,Normal Arrangements PBS,436,3518
1996,January,ACT,Anti-Parasitic Products,Normal Arrangements RPBS,27,231
1996,January,ACT,Respiratory System,Normal Arrangements PBS,13277,274146
1996,January,ACT,Respiratory System,Normal Arrangements RPBS,473,12736
1996,January,ACT,Sensory Organs,Normal Arrangements PBS,4528,41905
1996,January,ACT,Sensory Organs,Normal Arrangements RPBS,225,2207
1996,January,ACT,Various +,Normal Arrangements PBS,274,26945
1996,January,ACT,Various +,Normal Arrangements RPBS,76,1850
1996,January,ACT,Other ++,Normal Arrangements PBS,381,3912
1996,January,ACT,Other ++,Normal Arrangements RPBS,104,3964
1996,January,NT,Alimentary Tract and Metabolism,Normal Arrangements PBS,3951,120262
1996,January,NT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,87,2163
1996,January,NT,Blood and Blood Forming Organs,Normal Arrangements PBS,482,2918
1996,January,NT,Blood and Blood Forming Organs,Normal Arrangements RPBS,22,136
1996,January,NT,Cardiovascular System,Normal Arrangements PBS,7508,153451
1996,January,NT,Cardiovascular System,Normal Arrangements RPBS,96,2219
1996,January,NT,Dermatologicals,Normal Arrangements PBS,886,11879
1996,January,NT,Dermatologicals,Normal Arrangements RPBS,48,606
1996,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,2241,27406
1996,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4,117
1996,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,531,4563
1996,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,14,118
1996,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,6699,92256
1996,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,34,789
1996,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,108,12001
1996,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1,622
1996,January,NT,Musculo-Skeletal System,Normal Arrangements PBS,2014,21150
1996,January,NT,Musculo-Skeletal System,Normal Arrangements RPBS,54,532
1996,January,NT,Nervous System,Normal Arrangements PBS,7097,119516
1996,January,NT,Nervous System,Normal Arrangements RPBS,133,1727
1996,January,NT,Anti-Parasitic Products,Normal Arrangements PBS,245,2178
1996,January,NT,Anti-Parasitic Products,Normal Arrangements RPBS,8,62
1996,January,NT,Respiratory System,Normal Arrangements PBS,4195,81298
1996,January,NT,Respiratory System,Normal Arrangements RPBS,84,2045
1996,January,NT,Sensory Organs,Normal Arrangements PBS,1477,10271
1996,January,NT,Sensory Organs,Normal Arrangements RPBS,39,315
1996,January,NT,Various +,Normal Arrangements PBS,153,17044
1996,January,NT,Various +,Normal Arrangements RPBS,8,335
1996,January,NT,Other ++,Normal Arrangements PBS,68,569
1996,January,NT,Other ++,Normal Arrangements RPBS,2,14
1996,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,391465,11640316
1996,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,30379,788949
1996,February,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,58501,331296
1996,February,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,5927,37572
1996,February,NSW,Cardiovascular System,Normal Arrangements PBS,814600,17759360
1996,February,NSW,Cardiovascular System,Normal Arrangements RPBS,46255,1022217
1996,February,NSW,Dermatologicals,Normal Arrangements PBS,110491,1356150
1996,February,NSW,Dermatologicals,Normal Arrangements RPBS,10824,97752
1996,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,151146,1677474
1996,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2632,55649
1996,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,42724,385300
1996,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2864,22705
1996,February,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,324532,4480197
1996,February,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11923,150537
1996,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,13681,2239098
1996,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1467,412886
1996,February,NSW,Musculo-Skeletal System,Normal Arrangements PBS,150184,1540984
1996,February,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,11409,108552
1996,February,NSW,Nervous System,Normal Arrangements PBS,575732,7548670
1996,February,NSW,Nervous System,Normal Arrangements RPBS,37005,385457
1996,February,NSW,Anti-Parasitic Products,Normal Arrangements PBS,15849,118487
1996,February,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,1734,12291
1996,February,NSW,Respiratory System,Normal Arrangements PBS,249527,5012386
1996,February,NSW,Respiratory System,Normal Arrangements RPBS,18765,480707
1996,February,NSW,Sensory Organs,Normal Arrangements PBS,156510,1210171
1996,February,NSW,Sensory Organs,Normal Arrangements RPBS,13722,114962
1996,February,NSW,Various +,Normal Arrangements PBS,12253,708908
1996,February,NSW,Various +,Normal Arrangements RPBS,4191,100626
1996,February,NSW,Other ++,Normal Arrangements PBS,14560,102656
1996,February,NSW,Other ++,Normal Arrangements RPBS,2134,48242
1996,February,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,272071,7750149
1996,February,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,16563,411090
1996,February,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,46073,314304
1996,February,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,3736,31000
1996,February,VIC,Cardiovascular System,Normal Arrangements PBS,550228,11489075
1996,February,VIC,Cardiovascular System,Normal Arrangements RPBS,25355,529308
1996,February,VIC,Dermatologicals,Normal Arrangements PBS,84232,1167492
1996,February,VIC,Dermatologicals,Normal Arrangements RPBS,5438,48594
1996,February,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,100906,1145168
1996,February,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1035,18788
1996,February,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,29772,247359
1996,February,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1724,12387
1996,February,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,232340,3152023
1996,February,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,6734,85270
1996,February,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,11331,1734681
1996,February,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,597,133678
1996,February,VIC,Musculo-Skeletal System,Normal Arrangements PBS,102821,1049698
1996,February,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,6256,59855
1996,February,VIC,Nervous System,Normal Arrangements PBS,422932,5733288
1996,February,VIC,Nervous System,Normal Arrangements RPBS,20700,204255
1996,February,VIC,Anti-Parasitic Products,Normal Arrangements PBS,9554,68535
1996,February,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,900,6379
1996,February,VIC,Respiratory System,Normal Arrangements PBS,179883,3261391
1996,February,VIC,Respiratory System,Normal Arrangements RPBS,10102,240378
1996,February,VIC,Sensory Organs,Normal Arrangements PBS,99543,797233
1996,February,VIC,Sensory Organs,Normal Arrangements RPBS,6572,56814
1996,February,VIC,Various +,Normal Arrangements PBS,8172,433994
1996,February,VIC,Various +,Normal Arrangements RPBS,1973,51816
1996,February,VIC,Other ++,Normal Arrangements PBS,8203,60327
1996,February,VIC,Other ++,Normal Arrangements RPBS,756,20501
1996,February,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,178468,4936268
1996,February,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,16259,407727
1996,February,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,26672,173848
1996,February,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,3618,30222
1996,February,QLD,Cardiovascular System,Normal Arrangements PBS,348745,7404855
1996,February,QLD,Cardiovascular System,Normal Arrangements RPBS,22545,483626
1996,February,QLD,Dermatologicals,Normal Arrangements PBS,48755,543181
1996,February,QLD,Dermatologicals,Normal Arrangements RPBS,5667,48937
1996,February,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,85833,946778
1996,February,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1464,34203
1996,February,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,21106,191083
1996,February,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1543,22697
1996,February,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,167291,2356217
1996,February,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,6550,112034
1996,February,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,6570,1005288
1996,February,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,533,133357
1996,February,QLD,Musculo-Skeletal System,Normal Arrangements PBS,68812,699955
1996,February,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,5681,56171
1996,February,QLD,Nervous System,Normal Arrangements PBS,297049,4213007
1996,February,QLD,Nervous System,Normal Arrangements RPBS,22591,254345
1996,February,QLD,Anti-Parasitic Products,Normal Arrangements PBS,7831,58617
1996,February,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,813,5945
1996,February,QLD,Respiratory System,Normal Arrangements PBS,122945,2334097
1996,February,QLD,Respiratory System,Normal Arrangements RPBS,9820,250579
1996,February,QLD,Sensory Organs,Normal Arrangements PBS,80439,612378
1996,February,QLD,Sensory Organs,Normal Arrangements RPBS,7042,59659
1996,February,QLD,Various +,Normal Arrangements PBS,6008,338363
1996,February,QLD,Various +,Normal Arrangements RPBS,1650,42741
1996,February,QLD,Other ++,Normal Arrangements PBS,6216,44690
1996,February,QLD,Other ++,Normal Arrangements RPBS,1124,21970
1996,February,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,92687,2542194
1996,February,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,5562,129188
1996,February,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,15047,77944
1996,February,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,1144,5633
1996,February,SA,Cardiovascular System,Normal Arrangements PBS,185400,3971526
1996,February,SA,Cardiovascular System,Normal Arrangements RPBS,8151,168418
1996,February,SA,Dermatologicals,Normal Arrangements PBS,24395,308692
1996,February,SA,Dermatologicals,Normal Arrangements RPBS,1775,14425
1996,February,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,44467,487014
1996,February,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,400,8386
1996,February,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,9889,86934
1996,February,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,472,3632
1996,February,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,67030,829431
1996,February,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1744,19955
1996,February,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,3864,551644
1996,February,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,191,53121
1996,February,SA,Musculo-Skeletal System,Normal Arrangements PBS,36769,382128
1996,February,SA,Musculo-Skeletal System,Normal Arrangements RPBS,1944,18568
1996,February,SA,Nervous System,Normal Arrangements PBS,152575,2008504
1996,February,SA,Nervous System,Normal Arrangements RPBS,6870,64251
1996,February,SA,Anti-Parasitic Products,Normal Arrangements PBS,3770,26952
1996,February,SA,Anti-Parasitic Products,Normal Arrangements RPBS,295,2082
1996,February,SA,Respiratory System,Normal Arrangements PBS,55013,1010938
