"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2001,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,15322,273500
2001,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,4,3562
2001,January,VIC,Cardiovascular System,Normal Arrangements PBS,1044691,28447054
2001,January,VIC,Cardiovascular System,Normal Arrangements RPBS,75034,1962845
2001,January,VIC,Dermatologicals,Normal Arrangements PBS,83375,1785923
2001,January,VIC,Dermatologicals,Normal Arrangements RPBS,9580,131670
2001,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,127508,1898877
2001,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3383,73811
2001,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,53601,484882
2001,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,20,49556
2001,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4306,33837
2001,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,2,3988
2001,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,238191,4305331
2001,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,9,3426
2001,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11535,219163
2001,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,23471,6774968
2001,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,164,226135
2001,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1678,575248
2001,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,4,4139
2001,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,198457,6716033
2001,January,VIC,Musculo-Skeletal System,Special Arrangements PBS,217,138206
2001,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,15625,542183
2001,January,VIC,Musculo-Skeletal System,Special Arrangements RPBS,11,7254
2001,January,VIC,Nervous System,Normal Arrangements PBS,639656,14693633
2001,January,VIC,Nervous System,Special Arrangements PBS,163,43327
2001,January,VIC,Nervous System,Normal Arrangements RPBS,41367,651154
2001,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,15530,130802
2001,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,2243,19169
2001,January,VIC,Respiratory System,Normal Arrangements PBS,256635,7108562
2001,January,VIC,Respiratory System,Normal Arrangements RPBS,20477,645198
2001,January,VIC,Sensory Organs,Normal Arrangements PBS,154192,1988943
2001,January,VIC,Sensory Organs,Normal Arrangements RPBS,18019,262266
2001,January,VIC,Various +,Normal Arrangements PBS,18723,1129179
2001,January,VIC,Various +,Normal Arrangements RPBS,2319,103533
2001,January,VIC,Other ++,Normal Arrangements PBS,7467,66013
2001,January,VIC,Other ++,Normal Arrangements RPBS,1357,89307
2001,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,302591,9675966
2001,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,35716,1049801
2001,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,75039,1421225
2001,January,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,145,124630
2001,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,14113,258768
2001,January,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,32,23562
2001,January,QLD,Cardiovascular System,Normal Arrangements PBS,693973,18509350
2001,January,QLD,Cardiovascular System,Normal Arrangements RPBS,65404,1724433
2001,January,QLD,Dermatologicals,Normal Arrangements PBS,40901,794613
2001,January,QLD,Dermatologicals,Normal Arrangements RPBS,9628,121289
2001,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,118663,1717798
2001,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4615,122400
2001,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,42005,412019
2001,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,18,32105
2001,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3699,31868
2001,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,2,3854
2001,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,184520,3596948
2001,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,13,8818
2001,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11997,260447
2001,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,288
2001,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,14569,3767240
2001,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,234,428243
2001,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1227,336323
2001,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,2504
2001,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,161362,5675379
2001,January,QLD,Musculo-Skeletal System,Special Arrangements PBS,355,166961
2001,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,15908,596776
2001,January,QLD,Musculo-Skeletal System,Special Arrangements RPBS,18,7253
2001,January,QLD,Nervous System,Normal Arrangements PBS,495627,10985227
2001,January,QLD,Nervous System,Special Arrangements PBS,60,16031
2001,January,QLD,Nervous System,Normal Arrangements RPBS,46783,820666
2001,January,QLD,Anti-Parasitic Products,Normal Arrangements PBS,11615,100626
2001,January,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,1954,16899
2001,January,QLD,Respiratory System,Normal Arrangements PBS,182220,5344117
2001,January,QLD,Respiratory System,Normal Arrangements RPBS,20564,659526
2001,January,QLD,Sensory Organs,Normal Arrangements PBS,110405,1395977
2001,January,QLD,Sensory Organs,Normal Arrangements RPBS,17451,244428
2001,January,QLD,Various +,Normal Arrangements PBS,10736,708602
2001,January,QLD,Various +,Normal Arrangements RPBS,2310,94894
2001,January,QLD,Other ++,Normal Arrangements PBS,4911,38483
2001,January,QLD,Other ++,Normal Arrangements RPBS,2488,135091
2001,January,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,203420,6055206
2001,January,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,17516,469332
2001,January,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,49467,815877
2001,January,SA,Blood and Blood Forming Organs,Special Arrangements PBS,1,914
2001,January,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,7177,118257
2001,January,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,1,466
2001,January,SA,Cardiovascular System,Normal Arrangements PBS,477506,13134271
2001,January,SA,Cardiovascular System,Normal Arrangements RPBS,35065,917357
2001,January,SA,Dermatologicals,Normal Arrangements PBS,33544,689474
2001,January,SA,Dermatologicals,Normal Arrangements RPBS,3974,49066
2001,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,83308,1173570
2001,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2321,51005
2001,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,26012,242339
2001,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,5,9418
2001,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1802,13619
2001,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,93
2001,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,101357,1686168
2001,January,SA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1,3113
2001,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,4462,75812
2001,January,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,10012,2555643
2001,January,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,76,81058
2001,January,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,771,290381
2001,January,SA,Musculo-Skeletal System,Normal Arrangements PBS,94885,3148303
2001,January,SA,Musculo-Skeletal System,Special Arrangements PBS,97,62019
2001,January,SA,Musculo-Skeletal System,Normal Arrangements RPBS,7111,239844
2001,January,SA,Nervous System,Normal Arrangements PBS,318383,7181143
2001,January,SA,Nervous System,Special Arrangements PBS,80,17205
2001,January,SA,Nervous System,Normal Arrangements RPBS,21011,344182
2001,January,SA,Anti-Parasitic Products,Normal Arrangements PBS,7868,66120
2001,January,SA,Anti-Parasitic Products,Normal Arrangements RPBS,988,8471
2001,January,SA,Respiratory System,Normal Arrangements PBS,113184,3135178
2001,January,SA,Respiratory System,Normal Arrangements RPBS,10205,324800
2001,January,SA,Sensory Organs,Normal Arrangements PBS,77277,973376
2001,January,SA,Sensory Organs,Normal Arrangements RPBS,9050,125950
2001,January,SA,Various +,Normal Arrangements PBS,6575,413275
2001,January,SA,Various +,Special Arrangements PBS,1,87
2001,January,SA,Various +,Normal Arrangements RPBS,660,30112
2001,January,SA,Other ++,Normal Arrangements PBS,2968,22092
2001,January,SA,Other ++,Normal Arrangements RPBS,789,36868
2001,January,WA,Alimentary Tract and Metabolism,Normal Arrangements PBS,142044,4306436
2001,January,WA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,11454,305509
2001,January,WA,Blood and Blood Forming Organs,Normal Arrangements PBS,35901,542902
2001,January,WA,Blood and Blood Forming Organs,Special Arrangements PBS,23,16855
2001,January,WA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4635,66361
2001,January,WA,Cardiovascular System,Normal Arrangements PBS,347910,9727030
2001,January,WA,Cardiovascular System,Normal Arrangements RPBS,23551,646558
2001,January,WA,Dermatologicals,Normal Arrangements PBS,20961,520754
2001,January,WA,Dermatologicals,Normal Arrangements RPBS,3114,41046
2001,January,WA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,55839,855611
2001,January,WA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1465,42409
2001,January,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,17739,162813
2001,January,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,5,11536
2001,January,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1087,8893
2001,January,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,792
2001,January,WA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,72717,1483105
2001,January,WA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,21,20128
2001,January,WA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2926,52508
2001,January,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,7370,1849362
2001,January,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,53,47363
2001,January,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,555,169182
2001,January,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,1565
2001,January,WA,Musculo-Skeletal System,Normal Arrangements PBS,79622,2625118
2001,January,WA,Musculo-Skeletal System,Special Arrangements PBS,52,24643
2001,January,WA,Musculo-Skeletal System,Normal Arrangements RPBS,5668,185487
2001,January,WA,Nervous System,Normal Arrangements PBS,240182,5217664
2001,January,WA,Nervous System,Special Arrangements PBS,34,5436
2001,January,WA,Nervous System,Normal Arrangements RPBS,14875,251604
2001,January,WA,Anti-Parasitic Products,Normal Arrangements PBS,6114,50770
2001,January,WA,Anti-Parasitic Products,Normal Arrangements RPBS,806,6898
2001,January,WA,Respiratory System,Normal Arrangements PBS,67842,1883864
2001,January,WA,Respiratory System,Normal Arrangements RPBS,5721,171433
2001,January,WA,Sensory Organs,Normal Arrangements PBS,50206,619842
2001,January,WA,Sensory Organs,Normal Arrangements RPBS,5981,82547
2001,January,WA,Various +,Normal Arrangements PBS,3505,229736
2001,January,WA,Various +,Special Arrangements PBS,1,1764
2001,January,WA,Various +,Normal Arrangements RPBS,496,17015
2001,January,WA,Other ++,Normal Arrangements PBS,1667,12186
2001,January,WA,Other ++,Normal Arrangements RPBS,616,35611
2001,January,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,47095,1503768
2001,January,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,6361,179280
2001,January,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,11724,191983
2001,January,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,2669,43360
2001,January,TAS,Cardiovascular System,Normal Arrangements PBS,113181,3161063
2001,January,TAS,Cardiovascular System,Normal Arrangements RPBS,12296,333877
2001,January,TAS,Dermatologicals,Normal Arrangements PBS,7791,153061
2001,January,TAS,Dermatologicals,Normal Arrangements RPBS,1923,23695
2001,January,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,19935,276317
2001,January,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,716,15548
2001,January,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,8102,74156
2001,January,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,862,6276
2001,January,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,23691,418857
2001,January,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1784,30894
2001,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,2443,668009
2001,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,2,681
2001,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,238,63863
2001,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,1565
2001,January,TAS,Musculo-Skeletal System,Normal Arrangements PBS,23399,764319
2001,January,TAS,Musculo-Skeletal System,Special Arrangements PBS,4,1965
2001,January,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,2585,89442
2001,January,TAS,Musculo-Skeletal System,Special Arrangements RPBS,3,1211
2001,January,TAS,Nervous System,Normal Arrangements PBS,84293,1628405
2001,January,TAS,Nervous System,Normal Arrangements RPBS,8366,119782
2001,January,TAS,Anti-Parasitic Products,Normal Arrangements PBS,2109,17913
2001,January,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,425,3580
2001,January,TAS,Respiratory System,Normal Arrangements PBS,26678,737328
2001,January,TAS,Respiratory System,Normal Arrangements RPBS,3211,97783
2001,January,TAS,Sensory Organs,Normal Arrangements PBS,14278,179687
2001,January,TAS,Sensory Organs,Normal Arrangements RPBS,2562,36935
2001,January,TAS,Various +,Normal Arrangements PBS,772,62603
2001,January,TAS,Various +,Normal Arrangements RPBS,281,9651
2001,January,TAS,Other ++,Normal Arrangements PBS,497,4079
2001,January,TAS,Other ++,Normal Arrangements RPBS,374,12002
2001,January,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,19539,686769
2001,January,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,1937,60047
2001,January,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,3836,84606
2001,January,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,765,18330
2001,January,ACT,Cardiovascular System,Normal Arrangements PBS,50575,1399673
2001,January,ACT,Cardiovascular System,Normal Arrangements RPBS,4029,112066
2001,January,ACT,Dermatologicals,Normal Arrangements PBS,2955,97094
2001,January,ACT,Dermatologicals,Normal Arrangements RPBS,512,7418
2001,January,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,7627,106361
2001,January,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,237,5226
2001,January,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,2379,21944
2001,January,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,191,1555
2001,January,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,10784,223572
2001,January,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,734,11618
2001,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,1295,309749
2001,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1,656
2001,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,112,34368
2001,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,316
2001,January,ACT,Musculo-Skeletal System,Normal Arrangements PBS,10225,350520
2001,January,ACT,Musculo-Skeletal System,Special Arrangements PBS,3,2382
2001,January,ACT,Musculo-Skeletal System,Normal Arrangements RPBS,939,33150
2001,January,ACT,Nervous System,Normal Arrangements PBS,30742,872348
2001,January,ACT,Nervous System,Normal Arrangements RPBS,2287,45566
2001,January,ACT,Anti-Parasitic Products,Normal Arrangements PBS,533,4654
2001,January,ACT,Anti-Parasitic Products,Normal Arrangements RPBS,103,845
2001,January,ACT,Respiratory System,Normal Arrangements PBS,11817,350933
2001,January,ACT,Respiratory System,Normal Arrangements RPBS,1006,33124
2001,January,ACT,Sensory Organs,Normal Arrangements PBS,5895,77605
2001,January,ACT,Sensory Organs,Normal Arrangements RPBS,938,12777
2001,January,ACT,Various +,Normal Arrangements PBS,220,34521
2001,January,ACT,Various +,Normal Arrangements RPBS,41,2056
2001,January,ACT,Other ++,Normal Arrangements PBS,255,2077
2001,January,ACT,Other ++,Normal Arrangements RPBS,121,5900
2001,January,NT,Alimentary Tract and Metabolism,Normal Arrangements PBS,6586,196752
2001,January,NT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,285,7310
2001,January,NT,Blood and Blood Forming Organs,Normal Arrangements PBS,1031,14537
2001,January,NT,Blood and Blood Forming Organs,Normal Arrangements RPBS,69,793
2001,January,NT,Cardiovascular System,Normal Arrangements PBS,16670,405882
2001,January,NT,Cardiovascular System,Normal Arrangements RPBS,535,14612
2001,January,NT,Dermatologicals,Normal Arrangements PBS,1078,33502
2001,January,NT,Dermatologicals,Normal Arrangements RPBS,72,981
2001,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,2688,38243
2001,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,43,907
2001,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,866,9043
2001,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,29,160
2001,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,5865,109667
2001,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,135,1815
2001,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,300,69320
2001,January,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,2,3113
2001,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,8,1918
2001,January,NT,Musculo-Skeletal System,Normal Arrangements PBS,3617,96296
2001,January,NT,Musculo-Skeletal System,Special Arrangements PBS,8,3042
2001,January,NT,Musculo-Skeletal System,Normal Arrangements RPBS,162,3937
2001,January,NT,Nervous System,Normal Arrangements PBS,12167,359958
2001,January,NT,Nervous System,Normal Arrangements RPBS,404,9187
2001,January,NT,Anti-Parasitic Products,Normal Arrangements PBS,267,2388
2001,January,NT,Anti-Parasitic Products,Normal Arrangements RPBS,13,103
2001,January,NT,Respiratory System,Normal Arrangements PBS,4317,110116
2001,January,NT,Respiratory System,Normal Arrangements RPBS,164,4743
2001,January,NT,Sensory Organs,Normal Arrangements PBS,2143,21478
2001,January,NT,Sensory Organs,Normal Arrangements RPBS,118,1776
2001,January,NT,Various +,Normal Arrangements PBS,109,12880
2001,January,NT,Various +,Normal Arrangements RPBS,4,274
2001,January,NT,Other ++,Normal Arrangements PBS,48,282
2001,January,NT,Other ++,Normal Arrangements RPBS,5,1005
2001,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,422184,13178295
2001,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,45102,1234425
2001,February,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,88016,1650479
2001,February,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,43,71172
2001,February,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,16444,295709
2001,February,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,10,11108
2001,February,NSW,Cardiovascular System,Normal Arrangements PBS,1064591,27731970
2001,February,NSW,Cardiovascular System,Normal Arrangements RPBS,93842,2435078
2001,February,NSW,Dermatologicals,Normal Arrangements PBS,77044,1656460
2001,February,NSW,Dermatologicals,Normal Arrangements RPBS,10594,125122
2001,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,128828,1808151
2001,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,5440,129796
2001,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,47201,427350
2001,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,20,75673
2001,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4658,28374
2001,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,2,3850
2001,February,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,259173,4721619
2001,February,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,16043,256777
2001,February,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,3,376
2001,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,21954,7297067
2001,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,97,125849
2001,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2378,876809
2001,February,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,2,3130
2001,February,NSW,Musculo-Skeletal System,Normal Arrangements PBS,210818,7324005
2001,February,NSW,Musculo-Skeletal System,Special Arrangements PBS,122,66949
2001,February,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,19384,671905
2001,February,NSW,Musculo-Skeletal System,Special Arrangements RPBS,17,9596
2001,February,NSW,Nervous System,Normal Arrangements PBS,646073,15316777
2001,February,NSW,Nervous System,Special Arrangements PBS,86,23274
2001,February,NSW,Nervous System,Normal Arrangements RPBS,54589,800349
2001,February,NSW,Anti-Parasitic Products,Normal Arrangements PBS,15102,102628
2001,February,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,2501,16661
2001,February,NSW,Respiratory System,Normal Arrangements PBS,215480,5976840
2001,February,NSW,Respiratory System,Normal Arrangements RPBS,22533,678439
2001,February,NSW,Sensory Organs,Normal Arrangements PBS,166525,1784932
2001,February,NSW,Sensory Organs,Normal Arrangements RPBS,24352,292245
2001,February,NSW,Various +,Normal Arrangements PBS,13046,945302
2001,February,NSW,Various +,Special Arrangements PBS,2,418
2001,February,NSW,Various +,Normal Arrangements RPBS,3109,107619
2001,February,NSW,Other ++,Normal Arrangements PBS,7194,45001
2001,February,NSW,Other ++,Normal Arrangements RPBS,2265,101401
2001,February,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,310921,9263696
2001,February,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,29556,787190
2001,February,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,70031,1174131
2001,February,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,41,48343
2001,February,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,11066,179112
2001,February,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,9,8605
2001,February,VIC,Cardiovascular System,Normal Arrangements PBS,762925,19409365
2001,February,VIC,Cardiovascular System,Normal Arrangements RPBS,60740,1499357
2001,February,VIC,Dermatologicals,Normal Arrangements PBS,58274,1295534
2001,February,VIC,Dermatologicals,Normal Arrangements RPBS,6248,72965
2001,February,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,89542,1282860
2001,February,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2674,53790
