"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2006,January,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,201,84586
2006,January,TAS,Musculo-Skeletal System,Normal Arrangements PBS,22413,573213
2006,January,TAS,Musculo-Skeletal System,Special Arrangements PBS,35,16072
2006,January,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,2234,67298
2006,January,TAS,Musculo-Skeletal System,Special Arrangements RPBS,7,2845
2006,January,TAS,Nervous System,Normal Arrangements PBS,89883,2214133
2006,January,TAS,Nervous System,Special Arrangements PBS,2,1425
2006,January,TAS,Nervous System,Normal Arrangements RPBS,7943,158654
2006,January,TAS,Anti-Parasitic Products,Normal Arrangements PBS,158,1534
2006,January,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,28,262
2006,January,TAS,Respiratory System,Normal Arrangements PBS,24303,975853
2006,January,TAS,Respiratory System,Normal Arrangements RPBS,2268,98450
2006,January,TAS,Sensory Organs,Normal Arrangements PBS,14766,214544
2006,January,TAS,Sensory Organs,Normal Arrangements RPBS,2430,39060
2006,January,TAS,Various +,Normal Arrangements PBS,781,75799
2006,January,TAS,Various +,Special Arrangements PBS,1,103
2006,January,TAS,Various +,Normal Arrangements RPBS,127,6822
2006,January,TAS,Other ++,Normal Arrangements PBS,319,3974
2006,January,TAS,Other ++,Normal Arrangements RPBS,602,22239
2006,January,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,26736,1056363
2006,January,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,2555,91302
2006,January,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,7558,266478
2006,January,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,1441,55740
2006,January,ACT,Cardiovascular System,Normal Arrangements PBS,67402,2092111
2006,January,ACT,Cardiovascular System,Special Arrangements PBS,8,26207
2006,January,ACT,Cardiovascular System,Normal Arrangements RPBS,5934,187384
2006,January,ACT,Dermatologicals,Normal Arrangements PBS,2590,81103
2006,January,ACT,Dermatologicals,Normal Arrangements RPBS,414,7488
2006,January,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,4190,118587
2006,January,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,250,10586
2006,January,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,2707,31872
2006,January,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,234,3132
2006,January,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,11011,287978
2006,January,ACT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1,101
2006,January,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,882,19956
2006,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,2058,850354
2006,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,36,121052
2006,January,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,130,51541
2006,January,ACT,Musculo-Skeletal System,Normal Arrangements PBS,13359,384716
2006,January,ACT,Musculo-Skeletal System,Special Arrangements PBS,24,16339
2006,January,ACT,Musculo-Skeletal System,Normal Arrangements RPBS,1292,42817
2006,January,ACT,Musculo-Skeletal System,Special Arrangements RPBS,15,8505
2006,January,ACT,Nervous System,Normal Arrangements PBS,35489,1236681
2006,January,ACT,Nervous System,Special Arrangements PBS,2,1693
2006,January,ACT,Nervous System,Normal Arrangements RPBS,2827,89935
2006,January,ACT,Anti-Parasitic Products,Normal Arrangements PBS,64,915
2006,January,ACT,Anti-Parasitic Products,Normal Arrangements RPBS,12,114
2006,January,ACT,Respiratory System,Normal Arrangements PBS,10840,438579
2006,January,ACT,Respiratory System,Normal Arrangements RPBS,916,42135
2006,January,ACT,Sensory Organs,Normal Arrangements PBS,7446,109632
2006,January,ACT,Sensory Organs,Normal Arrangements RPBS,1243,19867
2006,January,ACT,Various +,Normal Arrangements PBS,220,55248
2006,January,ACT,Various +,Normal Arrangements RPBS,59,5393
2006,January,ACT,Other ++,Normal Arrangements PBS,154,1939
2006,January,ACT,Other ++,Normal Arrangements RPBS,236,29492
2006,January,NT,Alimentary Tract and Metabolism,Normal Arrangements PBS,7042,245810
2006,January,NT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,321,11659
2006,January,NT,Blood and Blood Forming Organs,Normal Arrangements PBS,1356,36543
2006,January,NT,Blood and Blood Forming Organs,Special Arrangements PBS,1,1775
2006,January,NT,Blood and Blood Forming Organs,Normal Arrangements RPBS,113,3118
2006,January,NT,Cardiovascular System,Normal Arrangements PBS,16419,505023
2006,January,NT,Cardiovascular System,Special Arrangements PBS,4,13381
2006,January,NT,Cardiovascular System,Normal Arrangements RPBS,670,20886
2006,January,NT,Dermatologicals,Normal Arrangements PBS,476,9123
2006,January,NT,Dermatologicals,Normal Arrangements RPBS,61,917
2006,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,1040,29881
2006,January,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,32,1426
2006,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,757,11368
2006,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,6,14399
2006,January,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,21,144
2006,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,3666,78872
2006,January,NT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,2,837
2006,January,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,117,3456
2006,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,572,195438
2006,January,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,9,23283
2006,January,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,11,5874
2006,January,NT,Musculo-Skeletal System,Normal Arrangements PBS,2619,54334
2006,January,NT,Musculo-Skeletal System,Special Arrangements PBS,18,6952
2006,January,NT,Musculo-Skeletal System,Normal Arrangements RPBS,126,3391
2006,January,NT,Nervous System,Normal Arrangements PBS,9042,330296
2006,January,NT,Nervous System,Normal Arrangements RPBS,371,9688
2006,January,NT,Anti-Parasitic Products,Normal Arrangements PBS,76,717
2006,January,NT,Anti-Parasitic Products,Normal Arrangements RPBS,7,64
2006,January,NT,Respiratory System,Normal Arrangements PBS,3049,116771
2006,January,NT,Respiratory System,Normal Arrangements RPBS,110,5104
2006,January,NT,Sensory Organs,Normal Arrangements PBS,1387,16391
2006,January,NT,Sensory Organs,Normal Arrangements RPBS,134,2127
2006,January,NT,Various +,Normal Arrangements PBS,69,16243
2006,January,NT,Various +,Special Arrangements PBS,3,2107
2006,January,NT,Various +,Normal Arrangements RPBS,3,125
2006,January,NT,Other ++,Normal Arrangements PBS,23,178
2006,January,NT,Other ++,Normal Arrangements RPBS,12,493
2006,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,501513,17218290
2006,February,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,49803,1503126
2006,February,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,130716,4460158
2006,February,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,399,385832
2006,February,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,22149,697125
2006,February,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,111,81057
2006,February,NSW,Cardiovascular System,Normal Arrangements PBS,1221151,35821785
2006,February,NSW,Cardiovascular System,Special Arrangements PBS,95,313418
2006,February,NSW,Cardiovascular System,Normal Arrangements RPBS,108398,3034799
2006,February,NSW,Cardiovascular System,Special Arrangements RPBS,9,30221
2006,February,NSW,Dermatologicals,Normal Arrangements PBS,62854,1268160
2006,February,NSW,Dermatologicals,Normal Arrangements RPBS,8544,102807
2006,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,66235,1319112
2006,February,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4492,162883
2006,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,48676,540559
2006,February,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,42,111916
